id,hospital_id,field_name,source_url,page_title,fetched_at,updated_at_page,raw_snippet,confidence
1,1,aggregate,https://www.pumch.cn/index.html,,2026-03-22T04:57:15.605892Z,,"确定
预约挂号
门诊出诊
特色科室
远程医疗
报告查询
Menu
临研所
百年协和
en
员工版
学术版
患者版
概况
+
医院简介
领导团队
组织架构
今昔协和
协和院史馆
所获荣誉
医疗机构营业许可
新闻
+
医院公告
重大新闻
医院动态
医学前沿
媒体聚焦
人文关怀
视频新闻
医疗
+
协和医师
科室导航
质控中心
医疗成果
教育
+
教育动态
临床医学博士后项目
本科教育
研究生教育
住院医师
专科医师
继续教育
学系及教研室简介
进修医师
国际合作
医学教育研究与论文
科研
+
科研动态
科研平台
科研成果展示
护理
+
护理概况
护理新闻
教学科研
专科护理
协和护理之音
所获荣誉
党建
+
新思想 引领新发展
基层党建
廉政建设
职工之家
医学新青年
患者心声
党史学习教育
招聘
百年院庆
协和医学杂志
院史馆
病历展
抗疫展
张孝骞展
曾宪九展
协和医学杂志
协和展览
院史馆
病历展
抗疫展
张孝骞展
曾宪九展
开始搜索
重大新闻
医院动态
医学前沿
人文关怀
媒体聚焦
查看更多
查看更多
查看更多
查看更多
查看更多
从全球首报到精准诊疗 | 北京协和医院对木村病的...
十载耕耘 再赴新程 | 北京协和医院帕金森和运动...
16
2026.03
从全球首报到精准诊疗 | 北京协和医院对木村病的世纪探索
近日，在北京协和医院疑难罕见病会诊中心，14岁的小周（化名）迎来了新的希望。罹患木村病八年的他，眼睑浮肿、颌下腺肿大和颈部淋巴结病变反复发作...
12
2026.03
十载耕耘 再赴新程 | 北京协和医院帕金森和运动障碍MDT团队点亮患者生命之光
“以前最多坐三分钟，就头晕、眼前发黑，现在能坐着吃完一顿饭了。”一个看似简单任务的完成，却关乎帕金森患者的生活质量，这也正是北京协和医院帕金...
11
2026.03
别让“小鼓包”拖成“大麻烦” | 北京协和医院举行“中国疝气宣传日”义诊
为普及疝气防治知识，提升公众健康素养，2026年3月7日，北京协和医院基本外科举办“中国疝气宣传日”健康咨询活动，以专业力量为群众健康保驾护...
沉痛悼念著名神经外科专家、北京协和医院外科学系原...
进修招生启事 | 北京协和医院放射科开启2026...
16
2026.03
沉痛悼念著名神经外科专家、北京协和医院外科学系原主任、神经外科原主任任祖渊教授
任祖渊，男，浙江省东阳市人，1934年9月11日出生。1959年7月毕业于上海第二医学院（现上海交通大学医学院）医疗系，同年分配至北京协和医...
11
2026.03
进修招生启事 | 北京协和医院放射科开启2026年专项与医联体进修招生通道
这里是中国放射医学的发源地 


	这里拥有 


	国内外先进的影像设备 


	年诊疗疑难病例量全国领先 


...
11
2026.03
指尖螺钿 心上春风 | 记内科“三八妇女节”的一场温暖相聚
三月，北京的早春乍暖还寒。北京协和医院老楼内科学系的会议室里多了些不一样的温暖和热闹。内科党总支、内科学系、内科分工会联合社工部为女职工们精...
从全球首报到精准诊疗 | 北京协和医院对木村病的...
上新了协和 | 北京协和医院数字化3D打印医学中...
16
2026.03
从全球首报到精准诊疗 | 北京协和医院对木村病的世纪探索
近日，在北京协和医院疑难罕见病会诊中心，14岁的小周（化名）迎来了新的希望。罹患木村病八年的他，眼睑浮肿、颌下腺肿大和颈部淋巴结病变反复发作...
10
2026.03
上新了协和 | 北京协和医院数字化3D打印医学中心成立，精准医疗再添利器
近日，北京协和医院数字化3D打印医学中心正式启用。该中心配备国际一流的3D打印设备和专业软件，为医生提供从“数字设计”到“实物打印”的医教研...
04
2026.03
北京协和医院举办“罕见病日淀粉样变讲座”，聚焦多学科诊疗
2026年2月28日，由北京协和医院心内科发起的中国心肌病诊疗协作网（CCN）举办“罕见病日淀粉样变讲座”。活动聚焦转甲状腺素蛋白淀粉样变（...
从全球首报到精准诊疗 | 北京协和医院对木村病的...
十载耕耘 再赴新程 | 北京协和医院帕金森和运动...
16
2026.03
从全球首报到精准诊疗 | 北京协和医院对木村病的世纪探索
近日，在北京协和医院疑难罕见病会诊中心，14岁的小周（化名）迎来了新的希望。罹患木村病八年的他，眼睑浮肿、颌下腺肿大和颈部淋巴结病变反复发作...
12
2026.03
十载耕耘 再赴新程 | 北京协和医院帕金森和运动障碍MDT团队点亮患者生命之光
“以前最多坐三分钟，就头晕、眼前发黑，现在能坐着吃完一顿饭了。”一个看似简单任务的完成，却关乎帕金森患者的生活质量，这也正是",0.9
